KEGG	Genes
ko04260	Tco_010849
ko04714	Tco_010849
ko04932	Tco_010849
ko05010	Tco_010849
ko05012	Tco_010849
ko05016	Tco_010849
ko00562	Tco_010853
ko01100	Tco_010853
ko04070	Tco_010853
ko04140	Tco_010853
ko04024	Tco_010856
ko04062	Tco_010856
ko04064	Tco_010856
ko04210	Tco_010856
ko04380	Tco_010856
ko04620	Tco_010856
ko04621	Tco_010856
ko04622	Tco_010856
ko04623	Tco_010856
ko04624	Tco_010856
ko04657	Tco_010856
ko04658	Tco_010856
ko04659	Tco_010856
ko04660	Tco_010856
ko04662	Tco_010856
ko04668	Tco_010856
ko04722	Tco_010856
ko04920	Tco_010856
ko04926	Tco_010856
ko04931	Tco_010856
ko05120	Tco_010856
ko05131	Tco_010856
ko05134	Tco_010856
ko05140	Tco_010856
ko05142	Tco_010856
ko05145	Tco_010856
ko05160	Tco_010856
ko05161	Tco_010856
ko05162	Tco_010856
ko05164	Tco_010856
ko05166	Tco_010856
ko05167	Tco_010856
ko05168	Tco_010856
ko05169	Tco_010856
ko05200	Tco_010856
ko05203	Tco_010856
ko05215	Tco_010856
ko05220	Tco_010856
ko05222	Tco_010856
ko00970	Tco_010857
ko04024	Tco_010859
ko04062	Tco_010859
ko04064	Tco_010859
ko04210	Tco_010859
ko04380	Tco_010859
ko04620	Tco_010859
ko04621	Tco_010859
ko04622	Tco_010859
ko04623	Tco_010859
ko04624	Tco_010859
ko04657	Tco_010859
ko04658	Tco_010859
ko04659	Tco_010859
ko04660	Tco_010859
ko04662	Tco_010859
ko04668	Tco_010859
ko04722	Tco_010859
ko04920	Tco_010859
ko04926	Tco_010859
ko04931	Tco_010859
ko05020	Tco_010859
ko05120	Tco_010859
ko05131	Tco_010859
ko05134	Tco_010859
ko05140	Tco_010859
ko05142	Tco_010859
ko05145	Tco_010859
ko05160	Tco_010859
ko05161	Tco_010859
ko05162	Tco_010859
ko05164	Tco_010859
ko05166	Tco_010859
ko05167	Tco_010859
ko05168	Tco_010859
ko05169	Tco_010859
ko05200	Tco_010859
ko05203	Tco_010859
ko05215	Tco_010859
ko05220	Tco_010859
ko05222	Tco_010859
ko04360	Tco_010861
ko04666	Tco_010861
ko04810	Tco_010861
ko05133	Tco_010861
ko04962	Tco_010870
ko05016	Tco_010870
ko04310	Tco_010872
ko04330	Tco_010872
ko05200	Tco_010872
ko05220	Tco_010872
ko00601	Tco_010873
ko00603	Tco_010873
ko01100	Tco_010873
ko04010	Tco_010898
ko04013	Tco_010898
ko04013	Tco_010900
ko04510	Tco_010901
ko04520	Tco_010901
ko04530	Tco_010901
ko04670	Tco_010901
ko04810	Tco_010901
ko05146	Tco_010901
ko05203	Tco_010901
ko05322	Tco_010901
ko04064	Tco_010907
ko04217	Tco_010907
ko04621	Tco_010907
ko04657	Tco_010907
ko04668	Tco_010907
ko05168	Tco_010907
ko05169	Tco_010907
ko05200	Tco_010907
ko05203	Tco_010907
ko05222	Tco_010907
ko00900	Tco_010909
ko01130	Tco_010909
ko00900	Tco_010910
ko01130	Tco_010910
ko00830	Tco_010911
ko01100	Tco_010911
ko00830	Tco_010912
ko01100	Tco_010912
ko00010	Tco_010925
ko00562	Tco_010925
ko01100	Tco_010925
ko05206	Tco_010927
ko04110	Tco_010933
ko04111	Tco_010933
ko04113	Tco_010933
ko04114	Tco_010933
ko04120	Tco_010933
ko04914	Tco_010933
ko05166	Tco_010933
ko00830	Tco_010934
ko01100	Tco_010934
ko04013	Tco_010934
ko04115	Tco_010934
ko04120	Tco_010934
ko04310	Tco_010934
ko04013	Tco_010935
ko04115	Tco_010935
ko04120	Tco_010935
ko04310	Tco_010935
ko03040	Tco_010938
ko05168	Tco_010938
ko03013	Tco_010940
ko04214	Tco_010940
ko05206	Tco_010942
ko04014	Tco_010950
ko04015	Tco_010950
ko04016	Tco_010950
ko04020	Tco_010950
ko04022	Tco_010950
ko04024	Tco_010950
ko04070	Tco_010950
ko04114	Tco_010950
ko04218	Tco_010950
ko04261	Tco_010950
ko04270	Tco_010950
ko04371	Tco_010950
ko04626	Tco_010950
ko04713	Tco_010950
ko04720	Tco_010950
ko04722	Tco_010950
ko04728	Tco_010950
ko04740	Tco_010950
ko04744	Tco_010950
ko04745	Tco_010950
ko04750	Tco_010950
ko04910	Tco_010950
ko04912	Tco_010950
ko04915	Tco_010950
ko04916	Tco_010950
ko04921	Tco_010950
ko04922	Tco_010950
ko04924	Tco_010950
ko04925	Tco_010950
ko04970	Tco_010950
ko04971	Tco_010950
ko05010	Tco_010950
ko05031	Tco_010950
ko05034	Tco_010950
ko05133	Tco_010950
ko05152	Tco_010950
ko05167	Tco_010950
ko05200	Tco_010950
ko05214	Tco_010950
ko05418	Tco_010950
ko00500	Tco_010952
ko01100	Tco_010952
ko01110	Tco_010952
ko02026	Tco_010952
ko04217	Tco_010952
ko04910	Tco_010952
ko04922	Tco_010952
ko04931	Tco_010952
ko05134	Tco_010969
ko05014	Tco_010971
ko00480	Tco_010973
ko00980	Tco_010973
ko00982	Tco_010973
ko00983	Tco_010973
ko01524	Tco_010973
ko05200	Tco_010973
ko05204	Tco_010973
ko05225	Tco_010973
ko05418	Tco_010973
ko03430	Tco_010975
ko05202	Tco_010990
ko05202	Tco_010994
ko04138	Tco_011028
ko00190	Tco_011029
ko01100	Tco_011029
ko04145	Tco_011029
ko04150	Tco_011029
ko04721	Tco_011029
ko04966	Tco_011029
ko05110	Tco_011029
ko05120	Tco_011029
ko05323	Tco_011029
ko00564	Tco_011031
ko00564	Tco_011032
ko04010	Tco_011037
ko04020	Tco_011037
ko04022	Tco_011037
ko04114	Tco_011037
ko04218	Tco_011037
ko04310	Tco_011037
ko04360	Tco_011037
ko04370	Tco_011037
ko04380	Tco_011037
ko04650	Tco_011037
ko04658	Tco_011037
ko04659	Tco_011037
ko04660	Tco_011037
ko04662	Tco_011037
ko04720	Tco_011037
ko04724	Tco_011037
ko04921	Tco_011037
ko04922	Tco_011037
ko04924	Tco_011037
ko05010	Tco_011037
ko05014	Tco_011037
ko05031	Tco_011037
ko05152	Tco_011037
ko05166	Tco_011037
ko05167	Tco_011037
ko04141	Tco_011039
ko05110	Tco_011039
ko04013	Tco_011042
ko04214	Tco_011042
ko04624	Tco_011042
ko00040	Tco_011045
ko00052	Tco_011045
ko00500	Tco_011045
ko00520	Tco_011045
ko01100	Tco_011045
ko01130	Tco_011045
ko00020	Tco_011046
ko00270	Tco_011046
ko00620	Tco_011046
ko00630	Tco_011046
ko00710	Tco_011046
ko01100	Tco_011046
ko01110	Tco_011046
ko01120	Tco_011046
ko01130	Tco_011046
ko01200	Tco_011046
ko04964	Tco_011046
ko00220	Tco_011047
ko00330	Tco_011047
ko01100	Tco_011047
ko01110	Tco_011047
ko01130	Tco_011047
ko01230	Tco_011047
ko05146	Tco_011047
ko03015	Tco_011048
ko00600	Tco_011057
ko04071	Tco_011057
ko00901	Tco_011060
ko01100	Tco_011060
ko01110	Tco_011060
ko00230	Tco_011061
ko00240	Tco_011061
ko03018	Tco_011061
ko00901	Tco_011063
ko01100	Tco_011063
ko01110	Tco_011063
ko00970	Tco_011067
ko04711	Tco_011071
ko03010	Tco_011072
ko03440	Tco_011074
ko04621	Tco_011074
ko00062	Tco_011078
ko00140	Tco_011078
ko01040	Tco_011078
ko01100	Tco_011078
ko01110	Tco_011078
ko01212	Tco_011078
ko00510	Tco_011103
ko01100	Tco_011103
ko04141	Tco_011106
ko04145	Tco_011106
ko04612	Tco_011106
ko05142	Tco_011106
ko05166	Tco_011106
ko00512	Tco_011109
ko01100	Tco_011109
ko03013	Tco_011118
ko00140	Tco_011121
ko00770	Tco_011124
ko01100	Tco_011124
ko00100	Tco_011133
ko01100	Tco_011133
ko01110	Tco_011133
ko00562	Tco_011137
ko01100	Tco_011137
ko04020	Tco_011137
ko04070	Tco_011137
ko04919	Tco_011137
ko04933	Tco_011137
ko04514	Tco_011140
ko04520	Tco_011140
ko04910	Tco_011140
ko04931	Tco_011140
ko04919	Tco_011163
ko04974	Tco_011163
ko04714	Tco_011172
ko04142	Tco_011174
ko03013	Tco_011203
ko04330	Tco_011204
ko04658	Tco_011204
ko05165	Tco_011204
ko05169	Tco_011204
ko05203	Tco_011204
ko00440	Tco_011209
ko01100	Tco_011209
ko01120	Tco_011209
ko01130	Tco_011209
ko04217	Tco_011210
ko05034	Tco_011210
ko05322	Tco_011210
ko05034	Tco_011211
ko05203	Tco_011211
ko05322	Tco_011211
ko05034	Tco_011212
ko05202	Tco_011212
ko05322	Tco_011212
ko05034	Tco_011214
ko05202	Tco_011214
ko05203	Tco_011214
ko05322	Tco_011214
ko04217	Tco_011215
ko05034	Tco_011215
ko05322	Tco_011215
ko00240	Tco_011217
ko00983	Tco_011217
ko01100	Tco_011217
ko04024	Tco_011223
ko04080	Tco_011223
ko04724	Tco_011223
ko05030	Tco_011223
ko05031	Tco_011223
ko05033	Tco_011223
ko05034	Tco_011223
ko04024	Tco_011226
ko04080	Tco_011226
ko04724	Tco_011226
ko05030	Tco_011226
ko05031	Tco_011226
ko05033	Tco_011226
ko05034	Tco_011226
ko03013	Tco_011228
ko03040	Tco_011231
ko00640	Tco_011233
ko01100	Tco_011233
ko00640	Tco_011234
ko01100	Tco_011234
ko00072	Tco_011238
ko00280	Tco_011238
ko00650	Tco_011238
ko00900	Tco_011238
ko01100	Tco_011238
ko01110	Tco_011238
ko01130	Tco_011238
ko04142	Tco_011241
ko00900	Tco_011244
ko01100	Tco_011244
ko01110	Tco_011244
ko01130	Tco_011244
ko05164	Tco_011244
ko05166	Tco_011244
ko03460	Tco_011245
ko03018	Tco_011247
ko03040	Tco_011247
ko04111	Tco_011251
ko04113	Tco_011251
ko00600	Tco_011252
ko01100	Tco_011252
ko03008	Tco_011265
ko03320	Tco_011269
ko04151	Tco_011269
ko04659	Tco_011269
ko04919	Tco_011269
ko04920	Tco_011269
ko04932	Tco_011269
ko04976	Tco_011269
ko05160	Tco_011269
ko05200	Tco_011269
ko05202	Tco_011269
ko05216	Tco_011269
ko05222	Tco_011269
ko05223	Tco_011269
ko05226	Tco_011269
ko00860	Tco_011285
ko04141	Tco_011288
ko03008	Tco_011291
ko03013	Tco_011291
ko04138	Tco_011292
ko04140	Tco_011292
ko04141	Tco_011292
ko05160	Tco_011292
ko05162	Tco_011292
ko05164	Tco_011292
ko05168	Tco_011292
ko05169	Tco_011292
ko04122	Tco_011293
ko04122	Tco_011294
ko04122	Tco_011295
ko04110	Tco_011297
ko04111	Tco_011297
ko04113	Tco_011297
ko04114	Tco_011297
ko04120	Tco_011297
ko04914	Tco_011297
ko05166	Tco_011297
ko00562	Tco_011298
ko01100	Tco_011298
ko04070	Tco_011298
ko04110	Tco_011299
ko04111	Tco_011299
ko04120	Tco_011299
ko04914	Tco_011299
ko03013	Tco_011301
ko03015	Tco_011301
ko03040	Tco_011301
ko04068	Tco_011307
ko04140	Tco_011307
ko04150	Tco_011307
ko04151	Tco_011307
ko04152	Tco_011307
ko04211	Tco_011307
ko04213	Tco_011307
ko04371	Tco_011307
ko04530	Tco_011307
ko04710	Tco_011307
ko04714	Tco_011307
ko04910	Tco_011307
ko04920	Tco_011307
ko04921	Tco_011307
ko04922	Tco_011307
ko04931	Tco_011307
ko04932	Tco_011307
ko05410	Tco_011307
ko05418	Tco_011307
ko00670	Tco_011310
ko01100	Tco_011310
ko00670	Tco_011311
ko01100	Tco_011311
ko03050	Tco_011312
ko04740	Tco_011314
ko03050	Tco_011319
ko05169	Tco_011319
ko03050	Tco_011320
ko05169	Tco_011320
ko03013	Tco_011327
ko03015	Tco_011327
ko04740	Tco_011328
ko00280	Tco_011330
ko00640	Tco_011330
ko01100	Tco_011330
ko01110	Tco_011330
ko01130	Tco_011330
ko04714	Tco_011331
ko04136	Tco_011334
ko04138	Tco_011334
ko04140	Tco_011334
ko04146	Tco_011335
ko04068	Tco_011336
ko04152	Tco_011336
ko04211	Tco_011336
ko04213	Tco_011336
ko04371	Tco_011336
ko04530	Tco_011336
ko04710	Tco_011336
ko04714	Tco_011336
ko04910	Tco_011336
ko04920	Tco_011336
ko04921	Tco_011336
ko04922	Tco_011336
ko04931	Tco_011336
ko04932	Tco_011336
ko05410	Tco_011336
ko00510	Tco_011344
ko00513	Tco_011344
ko00533	Tco_011344
ko01100	Tco_011344
ko05202	Tco_011344
ko03015	Tco_011349
ko04022	Tco_011349
ko04024	Tco_011349
ko04113	Tco_011349
ko04114	Tco_011349
ko04218	Tco_011349
ko04261	Tco_011349
ko04270	Tco_011349
ko04390	Tco_011349
ko04510	Tco_011349
ko04611	Tco_011349
ko04720	Tco_011349
ko04728	Tco_011349
ko04750	Tco_011349
ko04810	Tco_011349
ko04910	Tco_011349
ko04921	Tco_011349
ko04931	Tco_011349
ko05031	Tco_011349
ko05034	Tco_011349
ko05168	Tco_011349
ko05205	Tco_011349
ko00310	Tco_011367
ko04080	Tco_011368
ko01522	Tco_011378
ko04330	Tco_011378
ko04658	Tco_011378
ko05200	Tco_011378
ko05224	Tco_011378
ko00600	Tco_011390
ko01100	Tco_011390
ko04071	Tco_011390
ko00600	Tco_011391
ko01100	Tco_011391
ko04071	Tco_011391
ko04510	Tco_011392
ko04520	Tco_011392
ko04670	Tco_011392
ko04810	Tco_011392
ko05100	Tco_011392
ko05131	Tco_011392
ko05146	Tco_011392
ko04510	Tco_011393
ko04520	Tco_011393
ko04670	Tco_011393
ko04810	Tco_011393
ko05100	Tco_011393
ko05131	Tco_011393
ko05146	Tco_011393
ko03008	Tco_011400
ko04013	Tco_011401
ko04142	Tco_011402
ko04714	Tco_011406
ko04146	Tco_011409
ko00230	Tco_011414
ko00240	Tco_011414
ko01100	Tco_011414
ko03020	Tco_011414
ko05016	Tco_011414
ko05168	Tco_011414
ko05169	Tco_011414
ko00260	Tco_011436
ko00290	Tco_011436
ko01100	Tco_011436
ko01110	Tco_011436
ko01130	Tco_011436
ko01200	Tco_011436
ko01230	Tco_011436
ko00230	Tco_011440
ko01100	Tco_011440
ko00230	Tco_011445
ko01100	Tco_011445
ko05146	Tco_011455
ko03420	Tco_011459
ko04141	Tco_011459
ko04714	Tco_011460
ko04115	Tco_011464
ko04144	Tco_011471
ko04152	Tco_011471
ko03420	Tco_011472
ko03460	Tco_011472
ko03013	Tco_011473
ko04068	Tco_011476
ko04110	Tco_011476
ko04120	Tco_011476
ko04150	Tco_011476
ko05168	Tco_011476
ko05169	Tco_011476
ko05200	Tco_011476
ko05203	Tco_011476
ko05222	Tco_011476
ko00062	Tco_011489
ko00071	Tco_011489
ko00280	Tco_011489
ko01100	Tco_011489
ko01110	Tco_011489
ko01130	Tco_011489
ko01212	Tco_011489
ko00010	Tco_011491
ko00040	Tco_011491
ko00561	Tco_011491
ko00930	Tco_011491
ko01100	Tco_011491
ko01110	Tco_011491
ko01120	Tco_011491
ko01130	Tco_011491
ko01220	Tco_011491
ko00010	Tco_011493
ko00040	Tco_011493
ko00561	Tco_011493
ko00930	Tco_011493
ko01100	Tco_011493
ko01110	Tco_011493
ko01120	Tco_011493
ko01130	Tco_011493
ko01220	Tco_011493
ko00230	Tco_011496
ko00250	Tco_011496
ko01100	Tco_011496
ko04020	Tco_011498
ko04022	Tco_011498
ko04371	Tco_011498
ko04740	Tco_011498
ko04974	Tco_011498
ko04020	Tco_011504
ko04022	Tco_011504
ko04371	Tco_011504
ko04740	Tco_011504
ko04974	Tco_011504
ko05202	Tco_011537
ko04151	Tco_011538
ko04510	Tco_011538
ko04512	Tco_011538
ko04974	Tco_011538
ko05165	Tco_011538
ko04022	Tco_011541
ko04024	Tco_011541
ko04270	Tco_011541
ko04510	Tco_011541
ko04530	Tco_011541
ko04611	Tco_011541
ko04670	Tco_011541
ko04810	Tco_011541
ko04921	Tco_011541
ko04391	Tco_011542
ko00730	Tco_011548
ko00740	Tco_011548
ko01100	Tco_011548
ko03013	Tco_011551
ko04750	Tco_011558
ko04750	Tco_011559
ko04750	Tco_011560
ko04940	Tco_011562
ko04142	Tco_011576
ko04214	Tco_011576
ko04390	Tco_011576
ko04391	Tco_011576
ko04392	Tco_011576
ko04014	Tco_011585
ko04064	Tco_011585
ko04072	Tco_011585
ko04151	Tco_011585
ko04380	Tco_011585
ko04611	Tco_011585
ko04650	Tco_011585
ko04658	Tco_011585
ko04659	Tco_011585
ko04660	Tco_011585
ko04662	Tco_011585
ko04664	Tco_011585
ko04666	Tco_011585
ko05152	Tco_011585
ko05167	Tco_011585
ko05169	Tco_011585
ko05203	Tco_011585
ko05340	Tco_011585
ko03013	Tco_011587
ko00280	Tco_011589
ko00640	Tco_011589
ko01100	Tco_011589
ko01110	Tco_011589
ko01130	Tco_011589
ko00190	Tco_011599
ko01100	Tco_011599
ko04714	Tco_011599
ko05010	Tco_011599
ko05012	Tco_011599
ko05016	Tco_011599
ko00190	Tco_011601
ko01100	Tco_011601
ko04260	Tco_011601
ko04714	Tco_011601
ko04932	Tco_011601
ko05010	Tco_011601
ko05012	Tco_011601
ko05016	Tco_011601
ko03440	Tco_011604
ko00053	Tco_011606
ko01100	Tco_011606
ko04621	Tco_011609
ko04921	Tco_011609
ko04621	Tco_011610
ko04921	Tco_011610
ko04910	Tco_011611
ko04910	Tco_011612
ko03018	Tco_011616
ko04621	Tco_011619
ko05418	Tco_011619
ko04621	Tco_011622
ko05418	Tco_011622
ko04068	Tco_011623
ko01521	Tco_011628
ko01522	Tco_011628
ko01524	Tco_011628
ko04012	Tco_011628
ko04014	Tco_011628
ko04015	Tco_011628
ko04024	Tco_011628
ko04062	Tco_011628
ko04066	Tco_011628
ko04068	Tco_011628
ko04070	Tco_011628
ko04071	Tco_011628
ko04072	Tco_011628
ko04140	Tco_011628
ko04150	Tco_011628
ko04151	Tco_011628
ko04152	Tco_011628
ko04210	Tco_011628
ko04211	Tco_011628
ko04213	Tco_011628
ko04218	Tco_011628
ko04360	Tco_011628
ko04370	Tco_011628
ko04380	Tco_011628
ko04510	Tco_011628
ko04550	Tco_011628
ko04611	Tco_011628
ko04620	Tco_011628
ko04630	Tco_011628
ko04650	Tco_011628
ko04660	Tco_011628
ko04662	Tco_011628
ko04664	Tco_011628
ko04666	Tco_011628
ko04668	Tco_011628
ko04670	Tco_011628
ko04722	Tco_011628
ko04725	Tco_011628
ko04750	Tco_011628
ko04810	Tco_011628
ko04910	Tco_011628
ko04914	Tco_011628
ko04915	Tco_011628
ko04917	Tco_011628
ko04919	Tco_011628
ko04923	Tco_011628
ko04926	Tco_011628
ko04930	Tco_011628
ko04931	Tco_011628
ko04932	Tco_011628
ko04933	Tco_011628
ko04960	Tco_011628
ko04973	Tco_011628
ko05100	Tco_011628
ko05142	Tco_011628
ko05146	Tco_011628
ko05160	Tco_011628
ko05161	Tco_011628
ko05162	Tco_011628
ko05164	Tco_011628
ko05165	Tco_011628
ko05166	Tco_011628
ko05167	Tco_011628
ko05169	Tco_011628
ko05200	Tco_011628
ko05203	Tco_011628
ko05205	Tco_011628
ko05210	Tco_011628
ko05211	Tco_011628
ko05212	Tco_011628
ko05213	Tco_011628
ko05214	Tco_011628
ko05215	Tco_011628
ko05218	Tco_011628
ko05220	Tco_011628
ko05221	Tco_011628
ko05222	Tco_011628
ko05223	Tco_011628
ko05224	Tco_011628
ko05225	Tco_011628
ko05226	Tco_011628
ko05230	Tco_011628
ko05231	Tco_011628
ko05418	Tco_011628
ko03010	Tco_011651
ko03013	Tco_011652
ko04950	Tco_011655
ko04130	Tco_011656
ko00230	Tco_011657
ko03050	Tco_011666
ko01524	Tco_011669
ko04210	Tco_011669
ko04215	Tco_011669
ko04390	Tco_011669
ko05161	Tco_011669
ko05200	Tco_011669
ko05210	Tco_011669
ko03013	Tco_011672
ko03015	Tco_011672
ko03040	Tco_011672
ko00510	Tco_011677
ko00513	Tco_011677
ko01100	Tco_011677
ko00563	Tco_011687
ko01100	Tco_011687
ko04612	Tco_011713
ko04612	Tco_011718
ko00630	Tco_011719
ko01100	Tco_011719
ko04142	Tco_011720
ko04514	Tco_011730
ko04520	Tco_011730
ko04910	Tco_011730
ko04931	Tco_011730
ko04141	Tco_011731
ko03013	Tco_011733
ko00500	Tco_011734
ko01100	Tco_011734
ko01110	Tco_011734
ko04714	Tco_011735
ko05225	Tco_011735
ko04212	Tco_011737
ko04810	Tco_011743
ko00760	Tco_011744
ko01100	Tco_011744
ko03450	Tco_011746
ko04070	Tco_011750
ko04138	Tco_011750
ko04350	Tco_011760
ko00983	Tco_011784
ko00983	Tco_011785
ko00230	Tco_011807
ko00240	Tco_011807
ko01100	Tco_011807
ko03020	Tco_011807
ko04141	Tco_011813
ko04080	Tco_011816
ko04750	Tco_011816
ko04924	Tco_011816
ko05165	Tco_011816
ko05200	Tco_011816
ko00563	Tco_011819
ko00564	Tco_011822
ko00565	Tco_011822
ko00590	Tco_011822
ko00591	Tco_011822
ko00592	Tco_011822
ko01100	Tco_011822
ko01110	Tco_011822
ko04010	Tco_011822
ko04014	Tco_011822
ko04072	Tco_011822
ko04217	Tco_011822
ko04270	Tco_011822
ko04370	Tco_011822
ko04611	Tco_011822
ko04664	Tco_011822
ko04724	Tco_011822
ko04726	Tco_011822
ko04730	Tco_011822
ko04750	Tco_011822
ko04912	Tco_011822
ko04913	Tco_011822
ko04921	Tco_011822
ko05231	Tco_011822
ko00190	Tco_011826
ko01100	Tco_011826
ko04714	Tco_011826
ko04723	Tco_011826
ko04932	Tco_011826
ko05010	Tco_011826
ko05012	Tco_011826
ko05016	Tco_011826
ko00062	Tco_011829
ko00071	Tco_011829
ko00280	Tco_011829
ko01100	Tco_011829
ko01110	Tco_011829
ko01130	Tco_011829
ko01212	Tco_011829
ko04112	Tco_011832
ko04212	Tco_011832
ko03460	Tco_011834
ko04024	Tco_011839
ko04080	Tco_011839
ko04727	Tco_011839
ko04742	Tco_011839
ko04915	Tco_011839
ko05032	Tco_011839
ko00190	Tco_011842
ko01100	Tco_011842
ko04142	Tco_011842
ko04145	Tco_011842
ko04721	Tco_011842
ko05110	Tco_011842
ko05120	Tco_011842
ko05152	Tco_011842
ko05323	Tco_011842
ko04130	Tco_011844
ko04142	Tco_011847
ko04979	Tco_011847
ko04144	Tco_011849
ko03022	Tco_011852
ko00020	Tco_011856
ko00480	Tco_011856
ko00720	Tco_011856
ko01100	Tco_011856
ko01110	Tco_011856
ko01120	Tco_011856
ko01130	Tco_011856
ko01200	Tco_011856
ko01210	Tco_011856
ko01230	Tco_011856
ko04146	Tco_011856
ko00970	Tco_011857
ko04110	Tco_011858
ko04114	Tco_011858
ko04914	Tco_011858
ko00051	Tco_011860
ko04152	Tco_011860
ko04919	Tco_011860
ko04141	Tco_011861
ko05034	Tco_011863
ko05165	Tco_011863
ko05203	Tco_011863
ko00260	Tco_011864
ko00311	Tco_011864
ko00330	Tco_011864
ko00472	Tco_011864
ko01100	Tco_011864
ko01130	Tco_011864
ko04146	Tco_011864
ko00250	Tco_011864
ko05168	Tco_011865
ko00020	Tco_011871
ko00620	Tco_011871
ko00720	Tco_011871
ko01100	Tco_011871
ko01110	Tco_011871
ko01120	Tco_011871
ko01130	Tco_011871
ko01200	Tco_011871
ko04934	Tco_011871
ko05200	Tco_011871
ko05211	Tco_011871
ko04080	Tco_011872
ko04080	Tco_011874
ko04080	Tco_011875
ko04114	Tco_011883
ko04914	Tco_011883
ko05225	Tco_011884
ko04010	Tco_011886
ko03460	Tco_011887
ko04022	Tco_011888
ko04071	Tco_011888
ko04270	Tco_011888
ko04371	Tco_011888
ko04530	Tco_011888
ko04666	Tco_011888
ko04750	Tco_011888
ko04925	Tco_011888
ko04930	Tco_011888
ko04931	Tco_011888
ko04933	Tco_011888
ko05206	Tco_011888
ko03450	Tco_011893
ko03430	Tco_011895
ko03040	Tco_011896
ko04010	Tco_011898
ko04064	Tco_011898
ko04071	Tco_011898
ko04141	Tco_011898
ko04210	Tco_011898
ko04217	Tco_011898
ko04380	Tco_011898
ko04620	Tco_011898
ko04621	Tco_011898
ko04622	Tco_011898
ko04657	Tco_011898
ko04668	Tco_011898
ko04920	Tco_011898
ko04932	Tco_011898
ko05160	Tco_011898
ko05165	Tco_011898
ko05167	Tco_011898
ko05168	Tco_011898
ko05169	Tco_011898
ko05200	Tco_011898
ko05202	Tco_011898
ko05203	Tco_011898
ko05222	Tco_011898
ko04064	Tco_011900
ko04214	Tco_011900
ko04620	Tco_011900
ko04621	Tco_011900
ko04622	Tco_011900
ko04657	Tco_011900
ko04668	Tco_011900
ko05160	Tco_011900
ko05165	Tco_011900
ko05167	Tco_011900
ko05168	Tco_011900
ko05169	Tco_011900
ko05200	Tco_011900
ko05203	Tco_011900
ko05222	Tco_011900
ko00010	Tco_011901
ko00052	Tco_011901
ko01100	Tco_011901
ko01110	Tco_011901
ko01120	Tco_011901
ko01130	Tco_011901
ko00790	Tco_011902
ko01100	Tco_011902
ko04122	Tco_011902
ko00010	Tco_011903
ko00620	Tco_011903
ko00640	Tco_011903
ko00680	Tco_011903
ko00720	Tco_011903
ko01100	Tco_011903
ko01110	Tco_011903
ko01120	Tco_011903
ko01130	Tco_011903
ko01200	Tco_011903
ko04141	Tco_011906
ko04151	Tco_011906
ko04217	Tco_011906
ko04612	Tco_011906
ko04621	Tco_011906
ko04626	Tco_011906
ko04657	Tco_011906
ko04659	Tco_011906
ko04914	Tco_011906
ko04915	Tco_011906
ko05200	Tco_011906
ko05215	Tco_011906
ko05418	Tco_011906
ko00230	Tco_011911
ko00240	Tco_011911
ko01100	Tco_011911
ko03020	Tco_011911
ko00514	Tco_011912
ko00020	Tco_011914
ko01100	Tco_011914
ko01110	Tco_011914
ko01120	Tco_011914
ko01130	Tco_011914
ko01200	Tco_011914
ko01210	Tco_011914
ko01230	Tco_011914
ko04060	Tco_011919
ko04350	Tco_011919
ko04360	Tco_011919
ko04390	Tco_011919
ko04913	Tco_011919
ko04060	Tco_011920
ko04350	Tco_011920
ko04360	Tco_011920
ko04390	Tco_011920
ko04138	Tco_011921
ko04960	Tco_011923
ko04120	Tco_011940
ko05168	Tco_011940
ko00190	Tco_011966
ko01100	Tco_011966
ko04260	Tco_011966
ko04714	Tco_011966
ko04932	Tco_011966
ko05010	Tco_011966
ko05012	Tco_011966
ko05016	Tco_011966
ko00190	Tco_011967
ko01100	Tco_011967
ko04260	Tco_011967
ko04714	Tco_011967
ko04932	Tco_011967
ko05010	Tco_011967
ko05012	Tco_011967
ko05016	Tco_011967
ko04138	Tco_011971
ko03013	Tco_011974
ko00140	Tco_012001
ko03018	Tco_012012
ko04137	Tco_012013
ko04214	Tco_012013
ko03010	Tco_012014
ko00532	Tco_012015
ko00534	Tco_012015
ko01100	Tco_012015
ko00565	Tco_012026
ko01100	Tco_012026
ko04146	Tco_012026
ko03013	Tco_012033
ko03040	Tco_012035
ko04150	Tco_012038
ko04150	Tco_012039
ko00062	Tco_012044
ko00071	Tco_012044
ko00280	Tco_012044
ko00310	Tco_012044
ko00380	Tco_012044
ko00410	Tco_012044
ko00627	Tco_012044
ko00640	Tco_012044
ko00650	Tco_012044
ko00930	Tco_012044
ko01100	Tco_012044
ko01110	Tco_012044
ko01120	Tco_012044
ko01130	Tco_012044
ko01200	Tco_012044
ko01212	Tco_012044
ko00970	Tco_012053
ko00061	Tco_012056
ko01100	Tco_012056
ko01212	Tco_012056
ko04152	Tco_012056
ko04910	Tco_012056
ko00061	Tco_012058
ko01100	Tco_012058
ko01212	Tco_012058
ko04152	Tco_012058
ko04910	Tco_012058
ko00061	Tco_012061
ko01100	Tco_012061
ko01212	Tco_012061
ko04152	Tco_012061
ko04910	Tco_012061
ko00061	Tco_012062
ko01100	Tco_012062
ko01212	Tco_012062
ko04152	Tco_012062
ko04910	Tco_012062
ko00061	Tco_012064
ko01100	Tco_012064
